age,gender,job,club,sport,band,game_hrs,GPA,siblings,friends,books,meals,iphone,songs,absent,romance,study,mother,father,parents,CARD
17,F,N,Y,N,N,1,4.317,1,1,2,5,Y,2,1,Y,1,4,5,M,3
17,F,Y,Y,Y,Y,1,4.5,1,1,1,10,Y,4,1,N,3,4,4,M,3
18,M,Y,Y,Y,N,1,4.667,3,1,1,15,N,1,1,N,2,5,5,M,3
16,F,Y,Y,Y,N,1,4,2,2,1,15,Y,4,1,N,4,4,4,D,3
17,F,Y,Y,N,Y,2,4.7,1,1,2,7,Y,1,1,Y,1,4,4,M,3
17,F,Y,Y,N,N,1,4.2,1,2,1,10,Y,3,1,N,4,4,5,M,3
17,F,N,N,Y,Y,1,3.8,3,2,1,0,Y,1,2,Y,2,5,5,M,3
17,F,Y,N,Y,N,1,3.5,1,2,2,10,Y,4,2,Y,4,4,3,M,3
17,F,Y,Y,N,N,1,2.8,1,2,1,7,Y,1,0,N,1,4,3,M,3
16,M,Y,N,Y,N,1,3.9,5,2,1,1,Y,2,1,N,3,5,2,M,2
17,F,Y,Y,N,N,1,3.4,1,1,1,5,Y,2,0,Y,3,4,4,D,3
18,F,N,Y,Y,N,1,4.6,1,2,1,0,N,2,0,N,3,5,5,D,3
16,M,Y,N,Y,N,1,3.85,2,2,1,15,Y,2,6,N,1,4,5,M,2
17,M,N,Y,Y,N,1,4.2,1,1,1,3,Y,3,7,N,2,,,D,1
17,M,Y,Y,Y,N,4,3.8,1,3,1,1,Y,2,0,N,2,5,5,M,1
16,F,Y,Y,Y,N,1,4.383,1,3,1,0,Y,3,2,N,2,4,5,M,2
16,F,Y,Y,N,N,1,4.3,1,2,2,5,Y,1,0,N,4,4,4,M,2
17,F,Y,Y,N,Y,1,4.4,3,1,2,2,Y,1,2,N,3,4,3,M,2
18,F,N,Y,Y,N,1,3.5,3,1,2,11,Y,1,4,N,1,4,2,D,2
15,F,N,Y,Y,Y,1,4,2,2,1,5,Y,2,1,Y,3,5,5,M,3
17,M,Y,Y,Y,Y,2,4.6,3,3,2,8,Y,2,1,Y,3,4,4,M,3
17,F,N,Y,N,N,1,4.5,2,2,3,5,Y,2,1,N,1,4,5,M,3
15,F,N,Y,Y,N,1,3.95,2,2,1,0,Y,1,5,N,2,3,3,D,2
17,M,N,N,Y,N,2,4.3,1,2,1,2,Y,1,1,N,2,4,4,D,1
17,M,N,Y,Y,N,1,3.4,3,2,2,10,Y,4,1,Y,4,4,4,M,3
15,F,N,Y,N,Y,1,3.9,2,2,1,0,N,1,0,N,4,4,4,M,3
17,M,Y,N,Y,Y,1,3.7,3,1,1,10,N,2,2,N,2,4,5,M,2
17,M,Y,Y,N,Y,1,3.8,1,2,1,3,Y,3,1,N,4,5,5,M,2
17,,N,N,Y,N,1,,4,1,1,20,Y,1,0,Y,2,4,4,M,2
16,M,N,Y,N,N,1,5,1,5,1,0,Y,2,2,N,5,4,4,M,2
17,F,N,Y,Y,N,1,4.4,1,2,0,20,Y,5,4,N,5,5,5,M,2
17,F,N,Y,N,Y,1,4.6,0,2,2,2,Y,1,0.5,N,4,4,4,M,1
17,F,N,Y,N,N,1,4.75,2,3,2,7,Y,3,1,Y,3,4,4,M,2
17,M,Y,Y,Y,N,4,4.5,2,2,3,40,Y,3,1,N,1,3,5,D,1
17,F,Y,Y,N,N,1,4.7,0,2,0,3,Y,2,3,N,3,5,5,M,3
17,F,N,Y,N,N,1,4.833,0,2,4,10,Y,2,1,N,3,4,3,M,2
15,M,N,Y,Y,N,1,4.833,2,2,1,0,Y,4,2,Y,2,4,4,M,2
17,M,N,Y,N,Y,3,4.917,1,2,2,0,Y,2,71,N,4,4,5,M,1
17,M,Y,Y,Y,N,3,3.8,2,2,1,15,Y,2,1,N,1,4,5,M,3
15,M,N,Y,Y,N,1,4.214,2,1,1,0,Y,1,2,N,4,5,5,M,3
17,,Y,N,N,N,5,3.3,5,2,1,2,Y,2,2,Y,1,4,4,D,1
17,M,Y,N,Y,N,5,3.2,1,4,2,13,N,4,2,N,3,4,4,M,1
17,F,Y,Y,Y,N,1,4.3,1,2,1,20,Y,2,1,N,2,4,4,M,2
17,F,N,Y,Y,N,1,4.2,1,2,1,,Y,,,Y,,4,5,M,2
16,M,N,Y,Y,N,1,4.1,2,,2,1,Y,1,1,N,,5,4,M,2
18,F,Y,Y,Y,N,1,4.583,0,1,,,Y,,1,N,2,4,4,M,2
17,F,N,Y,N,N,1,3.467,3,2,2,6,Y,1,0,Y,2,4,4,D,3
17,F,Y,Y,N,N,1,3.5,1,4,4,2,Y,2,2,Y,2,4,5,M,2
16,M,N,Y,Y,N,1,4.31,2,3,1,2,Y,1,0,N,2,4,5,M,3
17,M,Y,Y,Y,N,1,4,2,2,1,3,Y,3,8,Y,3,4,4,M,2
18,M,Y,Y,Y,N,1,3.2,2,3,1,30,N,3,2,Y,5,5,5,M,3
16,M,N,N,Y,N,5,3.98,1,2,1,0,N,1,0,N,3,,4,D,1
17,M,N,N,Y,N,4,3.5,1,1,1,0,Y,1,1,N,2,5,4,D,1
17,F,Y,Y,Y,N,1,4.25,1,2,4,,Y,,,N,,4,4,M,2
15,M,N,Y,Y,N,3,3.9,1,1,,3,Y,3,3,N,,5,5,M,3
15,M,N,Y,N,N,2,,1,2,1,,N,1,0,N,1,4,4,M,1
15,M,N,Y,Y,N,4,3.5,2,5,4,,N,5,3,N,1,4,4,M,3
15,F,N,Y,Y,N,1,3.3,2,4,1,3,Y,3,3,N,2,4,4,M,3
15,M,N,N,Y,N,4,3.5,2,2,2,12,Y,,1,Y,1,4,4,M,3
16,M,N,Y,Y,Y,,,0,2,1,,Y,,0,N,4,2,5,M,3
15,M,N,Y,Y,N,,3.75,1,,1,0,Y,1,0,N,,,,M,1
16,M,N,Y,Y,Y,,,3,2,1,0,N,3,1,N,4,,,M,2
16,F,Y,Y,Y,N,1,3.8,3,2,3,3,Y,1,1,Y,3,4,5,M,3
16,M,N,Y,Y,N,1,3,1,2,1,0,Y,1,0,,2,4,4,D,1
15,M,Y,Y,Y,N,3,4.6,1,,1,0,Y,5,1,Y,1,5,5,M,1
15,F,N,Y,Y,Y,1,2.2,2,2,4,2,Y,3,4,N,1,4,4,M,2
15,F,N,Y,N,Y,3,,1,1,2,4,Y,2,2,N,1,4,4,M,2
16,M,N,Y,N,N,4,4,1,2,1,0,Y,1,0,N,1,,,D,1
16,M,N,N,Y,N,3,4.4,1,5,1,4,Y,5,1,Y,2,4,4,M,1
16,M,N,N,Y,N,,3.2,1,2,1,0,Y,1,0,N,1,4,4,D,1
15,M,Y,Y,N,N,5,2.1,0,2,1,0,N,1,3,N,,5,4,M,1
15,F,Y,Y,Y,Y,,,3,2,2,1,Y,1,,N,1,,,M,3
15,F,N,N,N,Y,1,3,1,5,1,2,Y,2,2,N,2,2,4,M,2
16,M,Y,N,Y,N,,3.9,1,2,3,7,Y,1,1,N,1,5,5,D,1
15,M,N,Y,Y,N,4,3.3,3,3,2,3,N,2,1,N,4,4,4,M,1
15,M,N,N,Y,N,3,2.9,2,,,20,Y,,1,,,4,5,D,1
14,F,N,Y,N,Y,1,3.8,1,2,3,2,Y,3,1,N,2,5,4,M,2
15,F,N,Y,N,N,1,4.2,3,2,1,0,Y,2,2,N,1,5,5,D,3
14,F,N,N,Y,Y,1,4.1,4,4,2,1,Y,1,0,N,,,,M,3
14,F,N,Y,Y,Y,1,4.143,2,2,2,1,N,3,1,N,2,4,5,M,3
15,F,N,Y,Y,N,,3.8,3,2,2,,Y,,,N,3,,,D,3
15,M,Y,Y,Y,Y,4,4.03,3,2,1,1,N,1,1,N,2,4,4,M,1
15,F,Y,Y,N,,,4,1,,1,,Y,1,,N,,5,4,M,2
15,M,Y,N,Y,Y,1,4.117,1,1,4,0,Y,1,8,N,4,5,5,M,1
15,M,N,N,Y,N,1,4.1,1,1,1,0,Y,1,0,N,2,5,5,C,2
15,F,Y,Y,Y,Y,1,4.1,1,1,1,1,Y,2,0,N,4,4,4,M,2
14,M,Y,Y,N,N,,3.8,2,2,1,1,Y,3,1,N,2,4,4,M,1
15,F,N,Y,N,N,1,4.2,2,2,2,1,Y,1,1,Y,4,4,4,C,1
14,M,N,Y,Y,Y,5,4.32,2,3,2,25,N,,1,Y,3,4,5,M,1
15,F,N,Y,N,N,1,3.017,3,2,2,2,Y,4,4,Y,2,5,5,M,3
14,M,N,Y,N,Y,,3.1,2,1,,0,Y,3,2,N,1,5,5,M,1
15,M,N,N,Y,N,5,2.728,2,3,1,7,Y,2,0,N,1,4,4,D,1
14,F,N,Y,N,N,1,3.1,2,2,1,,Y,,15,Y,1,4,4,D,2
14,M,Y,N,Y,N,1,3.8,0,1,3,10,Y,1,4,N,1,5,,C,1
15,M,N,Y,Y,N,2,,1,,,0,N,,,N,4,5,5,M,1
14,M,N,Y,Y,Y,1,3.8,4,1,2,1,Y,1,2,N,2,,,M,1
14,M,N,Y,Y,Y,1,3.9,2,4,1,2,Y,1,1,N,4,4,5,M,2
15,M,N,N,Y,N,1,3.7,5,3,1,15,N,5,5,Y,3,4,4,M,2
15,F,N,Y,Y,Y,1,3.6,2,2,1,0,Y,2,0,N,3,4,4,M,3
15,F,N,Y,N,N,1,3.7,5,1,4,1,Y,4,3,Y,1,4,5,M,3
14,F,N,Y,N,N,1,4.029,3,1,2,3,Y,2,1,N,4,4,4,D,2
16,M,Y,Y,N,N,3,,10,5,5,,N,1,0,N,1,,5,M,3
16,M,N,N,N,N,4,,1,1,2,3,Y,1,0,N,3,4,4,M,1
14,F,N,N,Y,N,1,3.571,2,4,4,1,Y,2,1,N,5,5,5,M,2
16,M,N,N,N,N,2,2.96,5,1,1,4,Y,2,0,N,1,2,4,D,1
14,F,N,Y,N,Y,1,3.6,1,2,3,1,Y,2,2,N,1,3,5,M,1
15,F,N,Y,Y,Y,1,3.95,2,2,1,10,Y,4,1,N,4,5,5,M,3
15,F,N,Y,N,Y,1,3.7,3,2,2,2,Y,2,0,N,1,4,4,M,3
15,F,N,Y,Y,Y,1,3.917,2,3,3,7,Y,3,0,N,4,4,5,M,3
14,F,N,Y,Y,N,,,1,1,,,Y,,1,N,3,,,M,2
16,F,Y,Y,N,Y,3,3.9,2,2,2,0,Y,2,0,N,3,4,4,M,2
15,F,N,Y,N,Y,1,3.9,2,2,2,0,N,2,1,N,2,5,5,M,2
15,F,N,Y,Y,N,1,3.8,1,1,1,,Y,1,1,N,2,4,4,M,3
14,F,N,N,Y,N,1,3.6,1,1,1,1,Y,3,0,N,1,5,5,M,3
14,M,N,N,Y,Y,1,,1,2,1,,Y,2,2,N,2,4,4,M,1
15,M,Y,N,N,N,1,3.2,1,3,1,0,Y,2,5,N,1,2,5,M,2
15,F,N,N,Y,N,1,3.9,2,3,3,1,Y,3,0,N,1,4,4,M,3
15,M,N,Y,N,Y,5,,2,1,2,0,Y,2,,N,2,5,5,M,2
16,F,Y,Y,Y,N,1,2.7,2,1,1,2,Y,2,1,N,3,4,4,D,3
15,M,N,Y,Y,Y,1,3.8,2,3,1,0,Y,3,2,N,1,5,5,M,2
15,F,N,Y,Y,N,,,3,2,,,Y,,,,,,,M,3
16,F,N,Y,Y,N,1,3.485,1,2,2,,Y,3,2,Y,1,5,5,M,2
15,M,N,Y,Y,N,,3.1,2,2,1,0,Y,1,0,N,2,5,4,M,1
17,M,Y,N,Y,N,1,3,2,1,1,10,Y,,2,Y,2,4,5,C,2
17,M,Y,N,Y,N,5,3.1,1,1,1,1,Y,3,0,Y,1,4,4,M,1
16,M,N,Y,Y,N,1,4.033,3,1,1,5,Y,4,0,N,4,4,5,M,3
17,M,Y,N,Y,N,1,3,1,4,1,10,Y,3,3,N,3,4,4,M,1
16,F,N,Y,Y,N,1,3.6,1,2,2,4,N,1,1,N,1,5,5,M,1
15,F,N,Y,N,N,1,3.4,1,1,1,0,N,1,,N,5,4,5,M,2
17,M,N,Y,Y,N,2,3.3,2,2,1,10,Y,1,13,N,1,5,4,C,1
17,M,Y,N,Y,N,2,3.4,3,2,1,6,Y,2,0,Y,1,4,4,D,1
15,M,Y,Y,Y,N,1,3.8,3,1,2,0,Y,1,1,N,5,4,5,M,2
17,M,N,Y,Y,N,1,3,3,1,2,0,Y,1,0,N,2,5,5,M,2
17,M,Y,Y,N,N,1,4.3,2,2,2,10,Y,2,0,Y,5,5,5,M,3
17,F,Y,Y,N,N,1,3.8,1,2,2,8,Y,1,6,N,4,5,5,M,3
17,M,N,N,Y,N,1,3.2,3,,1,3,Y,1,0,Y,1,1,1,M,1
16,F,Y,Y,Y,N,1,3.8,0,1,2,1,Y,3,1,N,3,3,2,M,2
15,F,N,Y,Y,N,1,3.9,1,2,4,5,Y,1,0,N,2,5,5,M,3
17,M,N,N,N,N,1,3.1,3,2,1,10,Y,4,12,N,1,2,4,D,1
15,F,N,Y,Y,N,1,3.9,1,2,2,4,Y,1,4,Y,4,5,5,M,2
16,F,N,N,Y,N,1,3.3,1,3,2,20,Y,3,5,N,5,4,4,M,3
16,F,N,N,Y,N,1,4.1,2,2,4,8,Y,4,1,N,5,4,5,M,2
16,M,Y,Y,Y,N,,2.6,1,2,1,2,Y,,1,N,1,5,5,M,1
16,F,Y,Y,N,N,1,3.26,2,1,,,N,,1,Y,,4,5,M,3
18,F,N,N,Y,Y,1,3.3,1,2,5,15,Y,1,2,Y,2,4,5,D,3
17,F,N,N,N,N,2,3,12,2,5,5,Y,1,10,N,1,4,4,D,3
18,M,Y,Y,Y,Y,3,3.2,2,2,1,10,Y,1,8,N,1,4,5,D,2
17,M,Y,N,N,N,1,3.42,2,1,1,20,N,1,12,N,2,4,4,M,2
18,M,Y,N,Y,N,4,4,1,2,1,5,Y,4,3,N,3,4,4,M,1
18,M,Y,N,N,N,1,3.5,2,3,1,7,Y,1,4,N,1,5,5,M,2
17,F,Y,Y,Y,N,1,4,2,2,1,0,Y,2,2,N,1,4,3,M,2
18,F,Y,Y,N,N,1,3.69,1,2,1,5,Y,2,0,N,2,5,5,M,2
17,M,Y,Y,Y,N,3,3.2,8,2,1,9,Y,3,2,Y,1,4,5,M,3
18,F,Y,N,N,N,1,3.6,2,2,1,10,Y,2,1,Y,2,4,4,M,2
18,M,Y,N,N,N,5,3.567,1,1,1,6,N,2,4,N,1,4,2,M,1
18,M,N,Y,Y,N,4,3.3,2,5,2,12,Y,3,1,Y,1,5,4,M,2
17,F,Y,Y,Y,N,1,4.1,1,1,1,12,Y,2,2,Y,1,3,4,M,2
17,M,Y,Y,N,N,3,3.5,2,1,1,5,Y,4,1,Y,1,4,5,M,1
16,F,N,Y,N,Y,1,4.7,1,2,1,2,Y,2,1,N,5,5,5,M,3
16,M,N,Y,N,Y,1,4.88,3,2,2,0,N,2,1,N,4,4,5,M,2
16,M,N,Y,N,Y,3,4.857,1,1,1,1,Y,1,0,N,4,4,4,M,1
16,F,Y,Y,N,N,2,3.3,1,1,1,5,N,2,0,N,1,5,5,M,3
16,F,N,N,N,N,1,4.2,2,2,1,5,Y,1,1,N,4,2,4,M,3
16,F,N,Y,Y,N,1,3.7,5,2,1,0,Y,1,1,N,2,4,3,,3
17,F,Y,Y,Y,N,1,4.667,4,4,1,15,Y,1,3,N,5,3,5,M,3
18,M,N,Y,Y,N,1,4.9,1,4,3,2,Y,1,0.25,N,3,4,4,M,2
16,M,N,Y,Y,N,1,5,3,4,1,7,Y,1,0,N,1,5,5,D,3
17,M,N,Y,Y,N,1,4.617,2,3,1,1,N,1,0.2,N,2,4,4,M,3
17,F,Y,Y,Y,Y,1,4.3,1,2,1,6,Y,4,2,Y,3,4,4,D,3
15,M,Y,Y,Y,Y,3,4.65,1,1,1,3,Y,4,0,N,3,4,4,M,1
16,M,N,Y,Y,N,3,3.9,2,2,1,3,Y,1,3,N,3,4,4,D,1
17,M,Y,Y,N,Y,2,4.829,5,3,5,3,N,1,0,N,3,4,5,M,1
18,M,N,Y,Y,N,5,4.2,5,2,1,2,Y,1,2,N,1,5,5,D,1
18,F,N,Y,N,Y,1,4.88,1,4,2,2,Y,2,1,N,5,5,5,M,2
15,M,N,Y,Y,N,3,4.857,1,2,1,0,Y,1,0,N,1,5,5,M,2
17,M,Y,Y,N,N,5,4.01,2,2,1,2,Y,1,0,N,1,5,5,M,2
17,M,N,Y,Y,N,5,4.7,2,3,1,4,N,1,0,N,4,4,4,D,1
18,M,N,Y,Y,N,1,4.45,3,2,1,8,Y,1,0.5,Y,1,2,4,M,3
18,M,Y,Y,Y,Y,2,4.55,1,1,1,4,N,2,2,N,5,3,3,M,1
15,F,N,Y,N,N,1,4.5,2,2,1,5,Y,2,1,N,4,4,5,M,3
15,M,N,Y,Y,N,1,4.714,2,1,1,3,Y,2,1,Y,3,4,4,M,3
16,F,Y,Y,N,N,1,4.429,2,1,2,1,Y,2,1,N,4,3,4,M,2
16,F,Y,Y,N,Y,1,4.3,2,1,2,0,Y,1,1,N,2,5,5,M,2
17,F,N,Y,Y,Y,1,4.4,2,3,1,8,Y,4,2,N,3,3,4,D,3
17,F,Y,Y,Y,Y,1,,0,2,1,10,Y,1,1,Y,3,5,4,D,3
17,F,Y,Y,N,Y,1,4.75,2,2,2,1,Y,2,0,N,4,4,5,M,2
17,M,N,Y,N,Y,1,4.6,1,5,1,10,Y,1,2,Y,4,5,5,C,3
14,F,N,N,Y,Y,1,3.4,2,3,2,,Y,1,1,N,2,4,5,M,2
14,M,N,Y,Y,N,5,3.71,1,2,1,0,Y,1,0,N,2,5,4,M,2
15,M,N,Y,N,N,1,3.5,2,5,1,0,N,1,0,N,3,,,M,1
14,F,N,Y,N,N,,3.8,0,2,1,4,Y,,0,N,4,5,5,M,3
14,M,N,N,Y,N,1,,2,1,,,Y,1,,N,,2,2,C,1
16,F,N,Y,Y,N,2,3.5,0,3,1,4,Y,3,0,Y,4,5,5,M,3
14,M,N,N,Y,N,5,3.8,1,1,2,2,Y,1,0,N,1,4,4,M,1
14,F,N,Y,Y,N,2,,1,2,2,,Y,1,4,N,1,5,5,M,3
14,F,N,N,Y,Y,1,3.2,2,3,1,6,Y,2,1,N,2,5,3,M,3
14,F,N,N,Y,Y,1,3.95,2,2,1,5,Y,2,1,N,3,4,5,M,2
15,F,Y,Y,Y,N,5,3.6,1,2,4,3,N,4,1,Y,2,4,4,M,1
14,F,N,N,N,Y,1,,1,2,1,5,Y,2,6,N,2,4,4,M,2
14,M,Y,Y,N,N,1,3.4,0,2,1,10,N,4,0,N,4,,,M,1
14,M,N,N,Y,N,3,3.5,1,1,1,0,Y,2,0,Y,2,4,5,M,1
15,M,N,Y,N,N,3,3.1,1,3,1,,Y,,3,Y,1,3,5,M,2
14,F,N,N,Y,Y,1,2.2,1,5,1,0,Y,2,1,N,4,4,3,M,3
15,F,N,N,Y,N,1,3.1,6,5,1,3,Y,2,4,Y,3,4,4,D,3
15,F,N,Y,Y,Y,1,4,2,2,3,8,Y,4,1,N,1,4,4,M,2
18,M,Y,Y,Y,N,5,3,4,2,1,5,N,1,1,Y,1,4,4,M,1
17,F,Y,N,Y,N,1,4.5,2,2,1,4,Y,1,5,Y,2,5,4,M,3
17,F,N,Y,Y,N,4,3.7,3,2,1,1,Y,2,1,Y,4,3,1,D,2
18,M,N,Y,Y,N,2,4.6,2,3,1,5,Y,5,1,Y,1,4,4,M,2
17,F,Y,Y,Y,N,3,4.7,1,2,2,0,Y,1,1,N,1,5,5,M,2
16,F,N,Y,N,Y,1,,2,4,2,0,Y,1,1,N,2,5,,,2
16,M,N,Y,Y,N,1,3.6,1,1,1,0,Y,1,1,N,4,5,5,M,3
16,F,N,Y,Y,Y,1,4.16,2,2,1,15,Y,1,1,N,4,4,5,M,3
15,F,Y,Y,Y,Y,1,3.8,1,3,2,4,Y,2,1,N,3,4,4,M,2
15,F,Y,Y,N,N,1,4.3,2,1,3,3,Y,4,0,N,4,4,4,M,3
15,M,N,Y,Y,N,1,4.23,2,4,1,1,Y,1,0,N,3,5,5,M,3
16,F,N,N,Y,N,1,3.6,2,2,1,3,Y,2,8,N,2,5,4,M,3
15,F,N,Y,Y,N,1,3.95,3,4,2,4,Y,4,1,Y,2,5,5,M,3
15,F,N,Y,N,Y,1,3.5,2,1,1,20,Y,3,1,Y,1,3,5,M,3
15,M,N,Y,Y,N,3,4.3,3,2,2,1,Y,1,7,N,4,4,5,M,2
16,M,Y,Y,Y,N,5,4.2,2,3,1,1,Y,1,0,N,1,5,5,M,1
15,F,N,Y,Y,Y,1,3.2,1,2,1,1,Y,4,1,N,2,4,2,M,3
16,F,N,Y,Y,N,1,3.2,3,1,3,3,Y,1,2,N,5,4,5,M,3
16,F,N,Y,Y,N,1,3.8,3,1,3,3,Y,1,2,N,5,4,5,M,3
16,F,Y,Y,Y,Y,1,4.8,1,2,2,0,Y,2,0,N,4,5,4,M,3
15,M,Y,Y,N,N,2,3.7,1,2,1,5,N,1,1,Y,3,5,5,M,1
16,M,N,N,Y,N,1,3.8,1,2,1,10,Y,1,6,N,1,5,5,C,3
15,F,N,Y,N,Y,1,4.03,2,,1,0,Y,1,0,N,3,5,4,M,3
15,M,N,N,N,N,1,3.8,1,2,1,2,Y,2,3,N,3,5,5,M,3
15,F,N,Y,Y,N,1,3.7,1,2,1,4,Y,1,7,N,5,5,4,M,3
15,M,N,Y,Y,N,1,3.8,7,,1,0,Y,1,0,N,,4,5,M,2
16,M,N,Y,Y,N,1,3.98,6,2,1,1,N,1,2,N,2,4,4,M,3
15,M,Y,N,Y,Y,3,3.49,4,2,1,4,Y,1,1,N,1,4,2,C,1
15,F,N,N,Y,N,1,4.28,1,3,2,2,Y,3,3,N,2,4,4,M,3
16,M,N,Y,N,Y,1,3.8,2,1,1,0,N,1,1.5,N,1,4,4,M,3
15,M,N,Y,Y,Y,1,3.62,1,2,1,10,Y,1,3,N,1,4,5,M,3
16,F,N,Y,N,N,1,3.4,1,2,2,0,Y,1,0,N,5,4,4,M,2
15,F,N,Y,Y,N,1,4,2,2,2,0,Y,1,0,N,,5,5,M,2
17,F,Y,Y,N,N,1,4.2,3,2,1,6,Y,4,3,Y,2,5,5,D,2
17,F,Y,Y,N,Y,1,4.2,2,1,1,15,Y,3,2,N,1,4,4,M,3
16,F,Y,Y,N,N,1,3.8,2,1,1,0,Y,,1,Y,3,4,5,M,3
17,F,Y,Y,N,Y,1,3.5,1,2,2,10,Y,2,2,Y,2,4,5,M,3
16,M,Y,N,Y,N,1,4.1,2,1,1,2,Y,2,0,N,5,4,4,M,3
15,F,N,Y,Y,N,1,3.5,1,2,1,0,Y,1,4,Y,5,4,4,M,3
18,M,Y,Y,Y,N,2,3.2,3,1,1,5,Y,1,0,Y,1,4,5,M,1
15,F,N,Y,Y,Y,1,4.1,2,2,1,1,Y,3,1,Y,1,5,1,M,2
16,M,N,N,Y,N,1,3.8,2,4,1,10,Y,1,1,N,3,4,4,C,2
17,M,Y,Y,Y,N,3,3.8,1,2,1,12,Y,4,3,Y,1,5,4,M,2
17,M,N,N,Y,N,2,3,2,2,1,15,N,4,3,N,1,,,D,1
16,F,N,Y,Y,N,1,4.1,1,1,1,5,Y,2,1,Y,4,4,4,M,3
16,F,Y,Y,N,N,1,4.1,2,2,3,1,Y,1,0,N,,3,4,M,2
15,F,N,Y,N,N,1,3.8,3,2,3,0,Y,,1,N,1,5,5,M,3
17,M,Y,N,N,Y ,1,3.1,2,5,1,0,Y,5,1,N,1,3,3,M,2
17,M ,N,N,N,Y ,5,3.3,2,1,1,0,Y,2,0,N,0,3,3,M,1
16,M,N,N,N,Y ,3,3.3,0,2,2,0,N,1,1,N,4,4,5,M,2
16,M,N,Y,N,Y ,5,3,3,3,3,0,N,5,1,N,2,2,4,D,1
17,M,N,Y,Y,Y ,1,4.1,1,1,3,0,Y,2,1,N,4,4,5,M,1
17,F,N,Y,N,Y ,1,3.986,1,5,2,2,Y,1,0,N,2,4,4,M,1
17,M,N,N,N,t,1,2.4,3,1,1,2,N,5,0,Y,1,4,4,M,1
17,M,N,Y,Y,Y ,1,3.4,3,2,2,0,Y,2,1,Y,1,4,4,M,2
15,F,N,Y,Y,Y ,1,4.417,1,2,1,5,N,2,1,Y,5,4,5,M,2
17,F,N,Y,N,Y ,1,4.3,2,5,1,2,Y,1,1,N,3,5,5,M,2
18,M,N,Y,N,Y ,1,3.9,1,2,1,5,Y,3,1,Y,2,4,4,M,2
18,M,Y,N,N,Y ,5,2.3,2,3,1,10,N,1,1,N,1,4,4,D,1
16,F,N,Y,N,Y ,1,3.9,4,1,2,0,Y,2,0,Y,1,4,2,D,3
16,F,Y,Y,Y,Y ,2,3.7,3,2,3,5,Y,1,1,N,3,4,4,M,2
16,M,Y,N,N,Y ,5,3,2,3,3,7,Y,1,0,N,2,4,4,M,1
15,M,N,N,N,Y ,1,3.9,0,3,2,4,Y,2,0,N,2,4,5,M,2
16,F,N,Y,N,Y ,1,3.7,0,2,1,1,N,2,0,N,5,4,5,M,3
16,M,N,N,N,N,5,2,7,1,1,0,N,2,3,N,1,1,1,C,1
15,M,Y,Y,N,Y ,5,2.4,1,2,4,6,N,4,2,N,1,3,1,M,3
15,M,Y,Y,N,Y ,1,4.5,1,1,1,0,Y,1,0,N,4,5,5,M,2
17,F,N,N,N,Y ,1,3.7,1,1,2,0,N,1,1,N,5,4,5,M,2
17,M,Y,Y,N,Y ,5,3,0,3,0,8,Y,2,1,Y,1,4,1,C,3
18,M,N,Y,N,Y ,1,4.2,1,2,2,0,Y,2,0,N,3,4,,D,1
17,F,Y,Y,Y,Y ,1,3.1,1,1,2,16,Y,3,2,N,1,5,2,M,3
16,M,N,N,Y,Y ,1,3.96,1,2,1,6,Y,2,0,N,3,4,4,D,3
16,M,N,Y,Y,Y ,2,4.24,2,2,1,4,N,3,0,N,3,4,4,D,1
16,M,N,Y,N,Y ,4,4.2,1,1,3,0,Y,1,0,N,2,5,4,D,1
16,M,N,Y,N,Y ,5,3.78,2,3,1,2,N,1,0,Y,1,5,4,M,2
15,M,Y,Y,Y,Y ,2,4.3,10,3,3,12,Y,3,6,N,5,4,5,M,2
17,M,Y,Y,Y,Y ,3,4.7,3,3,1,5,Y,2,1,N,1,4,4,M,1
17,M,Y,N,Y,Y ,1,3.6,2,1,1,5,Y,1,0,N,1,3,3,M,3
16,F,N,Y,Y,Y ,1,3.7,1,2,2,0,N,2,2,N,4,4,,C,2
15,F,Y,Y,Y,Y ,1,4.38,1,2,2,0,Y,1,1,N,4,5,5,M,1
17,M,N,Y,N,Y ,1,4,1,3,2,2,N,1,2,N,2,4,5,M,2
16,F,N,Y,Y,Y ,1,,,,1,1,Y,3,,,4,,,,2
17,M,N,N,Y,Y ,3,3.5,1,1,2,0,Y,2,1,N,4,4,3,M,1
17,F,N,Y,Y,Y ,1,4,2,2,1,2,Y,1,1,Y,3,4,4,M,3
17,M,Y,N,Y,N,1,3.1,2,5,1,,Y,1,4,N,5,5,5,M,2
16,M,Y,Y,N,Y ,1,,2,2,3,5,N,1,1,N,1,4,4,M,1
17,F,N,Y,Y,Y ,1,3.2,4,2,1,5,Y,1,1,N,1,3,3,M,3
16,M,Y,Y,Y,N,3,3.7,1,2,2,5,N,1,1,N,3,4,5,M,1
17,M,Y,Y,N,Y ,1,3.75,3,4,2,15,Y,5,1,N,1,4,5,M,3
17,F,Y,Y,N,N,1,4,3,2,2,2,Y,4,1,N,1,5,5,D,2
16,F,N,Y,Y,N,1,4,2,2,1,1,Y,3,0,N,4,5,5,M,2
17,F,Y,Y,Y,N,1,4.3,4,2,2,3,Y,1,5,N,2,4,4,M,3
16,F,N,Y,Y,N,1,4,2,2,0,0,Y,1,0,N,3,5,5,M,2
17,M,N,Y,N,N,1,3.25,1,4,2,0,Y,2,0,N,5,5,5,M,1
